Title_Author,ISBN
"('Chance and Chaos', 'David Ruelle')",0140171088
"('Chances', 'Jackie Collins')",0446357170
"('Chances Are', 'Barbara Delinsky')",155166447X
"('Changeling', 'Gordon')",0747219923
"('Changes', 'Danielle Steel')",0440111811
"('Changes That Heal: How to Understand Your Past to Ensure a Healthier Future', 'Henry Cloud')",0061043451
"('Changing', 'Liv Ullmann')",0553111612
"('Changing Land', 'Roger Zelazny')",0345253892
"('Changing Places: A Journey With My Parents into Their Old Age', 'Judy Kramer')",1573221635
"('Changing Places: Rebuilding Community in the Age of Sprawl', 'Richard Moe')",0805061843
"('Channeling Cleopatra', 'Elizabeth Ann Scarborough')",0441008976
"(""Chanur's Venture"", 'C.J. Cherryh')",0413593509
"('Chaos: Making a New Science', 'James Gleick')",0140092501
"('Chapatti or Chips?', 'Nisha Minhas')",074343045X
"('Chapel Noir: A Novel of Suspense featuring Sherlock Holmes, Irene Adler, and Jack the Ripper', 'Carole Nelson Douglas')",0765343479
"('Chapterhouse Dune (Dune Chronicles, Book 6)', 'Frank Herbert')",0441102670
"('Characters and Viewpoint (Elements of Fiction Writing)', 'Orson Scott Card')",0898799279
"('Charade', 'Sandra Brown')",0446601853
"('Charades', 'Janette Turner Hospital')",0702221988
"('Charity', 'Len Deighton')",0061096024
"('Charleston', 'Alexandra Ripley')",0380577291
"('Charlie and the Chocolate Factory', 'Roald Dahl')",0140328696
"('Charlie and the Great Glass Elevator', 'Roald Dahl')",0553151746
"(""Charlie's monument: An allegory of love"", 'Blaine M Yorgason')",0884943240
"('Charlotte Bronte: A Passionate Life', 'Lyndall Gordon')",0393037223
"('Charlotte Gray', 'Sebastian Faulks')",0375704558
"(""Charlotte's Web"", 'E. B. White')",059030271X
"('Charm School', 'Susan Wiggs')",1551664917
"('Charmed Life', 'Diana Wynne Jones')",0688155464
"('Charmed Lives: A Family Romance', 'Michael Korda')",0394419545
"('Charming Billy', 'Alice McDermott')",038533334X
"('Charms for the Easy Life', 'Kaye Gibbons')",0380725576
"('Chasing After Annie', 'Marjorie Weinman Sharmat')",0060255625
"('Chasing Cezanne', 'Peter Mayle')",0679455116
"('Chasing Rainbows', 'Esther Sager')",0515058491
"('Chasing Redbird', 'Sharon Creech')",0064406962
"('Chasing Shakespeares : A Novel', 'Sarah Smith')",0743464834
"('Chasing the Dime', 'Michael Connelly')",044661162X
"('Chasm City', 'Alastair Reynolds')",0441009123
"('Chateau Ella', 'Hilary Norman')",0440204623
"('Chatterton', 'Peter Ackroyd')",0802134807
"('Che Guevara: A Revolutionary Life', 'Jon Lee Anderson')",0802135587
"('Cheaper by the Dozen', 'Frank B., Jr. Gilbreth')",0553272500
"('Cheaters', 'Eric Jerome Dickey')",0451194071
"('Cheese', 'Willem Elsschot')",1862075565
"('Chekhov: The Major Plays', 'Anton Pavlovich Chekhov')",0451522702
"('Chemical Pink', 'Katie Arnoldi')",0312874502
"('Cheri and the Last of Cheri', 'Colette')",0345340175
"('Cherished Moments', 'Anita Mills')",068145413X
"('Chernevog', 'C.J. Cherryh')",0345373510
"('Chesapeake', 'James A Michener')",0449206688
"('Chesapeake', 'James A. Michener')",0449211584
"(""Chester Cricket's New Home"", 'George Selden')",0440412463
"('Cheyenne Raiders', ""Jackson O'Reilly"")",0440011795
"('Cheyenne Summer', 'Vella Munn')",0312869487
"('Cheyenne Surrender', 'Madeline Baker')",0843935812
"('Chicago Girls', 'Edith Freund')",0671502913
"('Chicago Loop', 'Paul Theroux')",0679401881
"(""Chicago's Best-Kept Secrets"", 'Mike Michaelson')",0844296368
"('Chicken', 'James McNair')",0877014116
"('Chicken Soup for the Christian Family Soul : Stories to Open the Heart and Rekindle the Spirit (Chicken Soup for the Soul Series)', 'Jack Canfield')",1558747141
"(""Chicken Soup for the Couple's Soul (Chicken Soup for the Soul)"", 'Jack Canfield')",1558746463
"(""Chicken Soup for the Golfer's Soul, The 2nd  Round: 101 More Stories of Insight, Inspiration and Laughter on the Links"", 'Jack Canfield')",1558749829
"('Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)', 'Jack Canfield')",1558744630
"('Chickenhawk', 'Robert Mason')",0140072187
"('Chief: My Life in the Lapd', 'Daryl F. Gates')",055307301X
"('Chiefs', 'Stuart Woods')",0380703475
"('Child X', 'Lee Weatherly')",0552548006
"('Child of My Heart', 'Alice McDermott')",0374121230
"('Child of an Ancient City', 'Tad Williams')",0812572114
"('Child of the Grove (Child of the Grove)', 'Tanya Huff')",0886774322
"('Childhood', 'Bill Cosby')",0399136479
"('Childhood Rising: The Astrology of Your Mother, Your Father, and You', 'Michael Lutin')",0385299397
"(""Childhood's End"", 'Arthur C. Clarke')",0345347951
"(""Childhood's End"", 'Clarke C.')",0345276035
"('Children of Dune', 'Frank Herbert')",0425033104
"('Children of Dune (Dune Chronicles, Book 3)', 'Frank Herbert')",0441104029
"('Children of Light', 'Robert Stone')",0394525736
"('Children of the Dust', 'Clancy Carlile')",0679441328
"('Children of the Lion', 'Peter Danielson')",0553142496
"('Children of the Night', 'Dan Simmons')",0446364754
"(""Children's Hospital"", 'Peggy Anderson')",0553255398
"('Children: The Challenge', 'Rudolf Dreikurs')",0801512492
"('Childwold', 'Joyce Carol Oates')",0449234509
"('Chili Dawgs Always Bark at Night', 'LEWIS GRIZZARD')",0394578074
"('Chill Factor', 'Chris Rogers')",0553580736
"('Chimera', 'John Barth')",0618131701
"('China Boy: A Novel', 'Gus Lee')",0452271584
"('China Dome', 'William H. Lovejoy')",0786014571
"('China Gate', 'William Arnold')",0394533739
"('China Lake', 'Anthony Hyde')",0345376951
"('China Men', 'Maxine Hong Kingston')",0345294823
"('China Mountain Zhang', 'Maureen F. McHugh')",0312860986
"('China Wakes: The Struggle for the Soul of a Rising Power', 'Nicholas D. Kristof')",0679763937
"('Chindi', 'Jack McDevitt')",0441011020
"('Chinese Lives: An Oral History of Contemporary China', 'Zhang Xinxin')",0679720561
"('Chobits (Chobits)', 'Clamp')",1591820073
"('Chocolat', 'Joanne Harris')",014100018X
"('Chocolat. Das Buch zum Film.', 'Joanne Harris')",354825621X
"('Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback))', 'Joanne Fluke')",075820230X
"('Chocolate Fever', 'Robert Kimmel Smith')",0440413699
"('Choice Centered Tarot', 'Gail Fairfield')",0962508802
"('Choice Theory : A New Psychology of Personal Freedom', 'William Glasser')",0060191090
"('Choices', 'Mary Lee Settle')",038547699X
"('Choices', 'Nancy Toder')",0932870619
"('Choke', 'Chuck Palahniuk')",0385501560
"('Choosing Books for Children: A Commonsense Guide', 'Betsy Hearne')",0385301081
"('Choosing Happiness: The Art of Living Unconditionally', 'Veronica Ray')",0894866583
"('Choosing Sides (Sweet Valley Twins, No 4)', 'Francine Pascal')",0553154591
"('Choral am Ende der Reise.', 'Erik Fosnes Hansen')",3596130999
"('Chorus Skating', 'Alan Dean Foster')",0727848666
"('Chosen Prey', 'John Sandford')",0425182878
"('Christ in Concrete', 'Pietro Di Donato')",067252161X
"('Christ: A Crisis in the Life of God', 'Jack Miles')",0375400141
"('Christian Theology: An Introduction', 'Alister E. McGrath')",0631225285
"(""Christina's Ghost"", 'Betty Ren Wright')",0590402846
"('Christine', 'Stephen King')",0451128370
"('Christmas Angel', 'Jo Beverley')",0821768433
"('Christmas Carols for Cats', 'Julie Hope')",0553503901
"('Christmas Day in the Morning', 'Pearl S. Buck')",0688162673
"('Christmas In Plains : Memories', 'Jimmy Carter')",0743509668
"('Christmas Magic', 'Patricia Hermes')",0590509659
"('Christmas Revels', 'Mary Jo Putney')",051513631X
"('Christy', 'Catherine Marshall')",0380001411
"('Chromosome 6', 'Robin Cook')",0425161242
"('Chronicle of America', 'Clifton Daniel')",0131337459
"('Chronicle of a Death Foretold', 'GABRIEL GARCIA MARQUEZ')",0345310020
"('Chronicles of Corum', 'Michael Moorcock')",0425058492
"('Chrono-minets', 'Isaac Asimov')",2207301915
"('Chronosequence', 'Hilbert Schenck')",0812503201
"('Chrysanthemum', 'Kevin Henkes')",0688096999
"('Chthon', 'Piers Anthony')",0425049264
"('Chuck Berry: The Autobiography', 'Chuck Berry')",0517566664
"('Chung Kuo: The Middle Kingdom (Chung Kuo)', 'David Wingrove')",0440207614
"('Church Folk', 'Michele Andrea Bowen')",0446527998
"('Chutzpah', 'Alan M. Dershowitz')",0671760890
"('Chymical Wedding', 'Lindsay Clarke')",0804107025
"('Cianuro Espumoso', 'Agatha Christie')",9504906354
"(""Cicero: The Life and Times of Rome's Greatest Politician"", 'Anthony Everitt')",037575895X
"('Cien a̱os de soledad', 'Gabriel Garcia Marquez')",968131574X
"('Cime Tempestose', 'Emily Bronte')",8806128744
"('Cinderella', 'Charles Perrault')",0394996038
"('Cinderella', 'Ed McBain')",0445406186
"('Cinderella Skeleton', 'Robert D. San Souci')",0152050698
"('Cinderella Story: My Life in Golf', 'Bill Murray')",0385495714
"('Cinders to Satin', 'Fern Michaels')",0345303598
"('Cinnabar', 'Edward Bryant')",0553228552
"('Cinnamon Skin', 'John D. MacDonald')",044912505X
"('Circle Round: Raising Children in Goddess Traditions', 'Starhawk')",0553100165
"('Circle at Center (Seven Circles Trilogy, Book 1)', 'Douglas Niles')",0441007287
"('Circle of Friends', 'Maeve Binchy')",0440211263
"('Circle of Pearls', 'Rosalind Laker')",0385263058
"('Circle of Stars', 'Anna Lee Waldo')",0312980353
"('Circle of Stones', 'Anna Lee Waldo')",0312970617
"('Circle of Women: An Anthology of Contemporary Western Women Writers', 'Kim Barnes')",0806133678
"('Circles', 'Doris Mortman')",055323983X
"('Circuit of Heaven', 'Dennis Danvers')",0380790920
"('Circus', 'Alistair Maclean')",0449228754
"('Circus of the Damned (Anita Blake Vampire Hunter (Paperback))', 'Laurell K. Hamilton')",0441001971
"('Cities in Flight', 'James Blish')",1585670081
"('Citizen Hughes', 'Michael Drosnin')",0553254537
"('Citizen Washington', 'William Martin')",0446607851
"('Citizens: A Chronicle of the French Revolution', 'Simon Schama')",0679726101
"('City', 'Clifford D. Simak')",0441106269
"('City : A Story of Roman Planning and Construction', 'David Macaulay')",0395349222
"('City Primeval: High Noon in Detroit', 'Elmore Leonard')",0688169708
"('City of Baraboo', 'Barry B. Longyear')",0595121209
"('City of Bones', 'Martha Wells')",0312856865
"('City of Bones', 'Michael Connelly')",0446611611
"('City of Gold', 'Len Deighton')",0061090417
"('City of Illusions', 'Ursula K. Le Guin')",0441107052
"('City of Joy', 'Dominique Lapierre')",0446323861
"('City of Light', 'Lauren Belfer')",044023512X
"('City of Shadows: Book 1  (The Celia Rees Supernatural Trilogy)', 'Celia Rees')",034081800x
"('City of Strangers', 'Robert Barnard')",068419192X
"('City of the Beasts', 'Isabel Allende')",006050918X
"('Civilwarland in Bad Decline: Stories and a Novella', 'George Saunders')",1573225797
"('Clabbered Dirt, Sweet Grass', 'Gary Paulsen')",0156000520
"('Claim The Crown', 'Carla Neggers')",1551662663
"('Clandestine', 'James Ellroy')",0380805294
"('Clans of the Alphane Moon', 'Philip K. Dick')",0881844365
"('Clara : A Novel', 'Janice Galloway')",0743238532
"(""Clara Bow: Runnin' Wild"", 'David Stenn')",0815410255
"('Clara Callan : A Novel', 'Richard B. Wright')",0060506067
"(""Clara's Heart"", 'Joseph Olshan')",0747542880
"('Class Crush (Junior High, No 2)', 'Kate Kenyon')",0590416499
"('Classic Poems to Read Aloud', 'James Berry')",1856979873
"('Classical Mythology', 'Mark P. O. Morford')",0195153448
"('Classics to Read Aloud to Your Children', 'William F. Russell')",0517554046
"('Claudia and the Genius of Elm Street (Baby-Sitters Club, 49)', 'Ann M. Martin')",0590449702
"('Claudia and the New Girl (Baby-Sitters Club (Paperback))', 'Ann M. Martin')",0590437216
"('Claws', 'Will Weaver')",0060094745
"(""Clay's Ark"", 'Octavia E. Butler')",0446603708
"('Clean Cut', 'Theresa Monsour')",0515137057
"('Clear and Present Danger', 'Tom Clancy')",0425144372
"('Clear and Present Danger (Jack Ryan Novels)', 'Tom Clancy')",0425122123
"('Cleopatra Gold', 'William J. Caunitz')",0425143945
"('Click Here for Murder', 'Donna Andrews')",0425195295
"('Client Privilege', 'William G. Tapply')",0385299036
"(""Clifford's Kitten (Clifford, the Big Red Dog)"", 'Norman Bridwell')",0590442805
"('Climbing Mount Improbable', 'Richard Dawkins')",0393039307
"('Clinical Trial', 'April Christofferson')",0812574680
"('Cloak of Darkness', 'Helen MacInnes')",0449201155
"('Cloak of Deception (Star Wars)', 'James Luceno')",0345442970
"('Clockers', 'Richard Price')",0060934980
"('Clockwork Orange', 'Anthony Burgess')",0345354435
"('Close Friends', 'Peter Jenkins')",068808527X
"('Close Her Eyes', 'Dorothy Simpson')",0553252925
"('Close Relations', 'Susan Isaacs')",0061099473
"('Close to You', 'Mary Jane Clark')",0312981961
"('Close to the Bone', 'David Wiltse')",042513976X
"('Close to the Machine: Technophilia and Its Discontents', 'Ellen Ullman')",0872863379
"('Closer', 'Dennis Cooper')",080213212X
"('Closing Time', 'Jim Fusilli')",0425187128
"('Cloud Castles', 'Michael Scott Rohan')",068813419X
"('Cloud Mountain', 'Aimee Liu')",0446519871
"('Cloud Nine', 'Luanne Rice')",055358099X
"('Cloud of Sparrows', 'TAKASHI MATSUOKA')",0385336403
"('Clouds of Witness', 'Dorothy L. Sayers')",0061043532
"('Cloudy With a Chance of Meatballs', 'Judi Barrett')",0689707495
"('Clover', 'Dori Sanders')",0449906248
"('Clutch of Constables', 'Ngaio Marsh')",0515087750
"('Coal: A Human History', 'Barbara Freese')",0142000981
"('Coast Road', 'Barbara Delinsky')",0743467175
"('Coaster', 'Betsy Duffey')",0670854808
"('Coastliners : A Novel', 'Joanne Harris')",0060958014
"('Cocaine', 'Phil Strongman')",0349109583
"('Cocaine Nights', 'J. G. Ballard')",1582430179
"('Cock &amp; Bull', 'Will Self')",0679750924
"('Cocktails for Three', 'Madeleine Wickham')",0312984995
"('Coconuts for the Saint', 'Debra Spark')",0571198465
"('Cod Streuth', 'Bamber Gascoigne')",0345342291
"('Code Name: Gentkill : A Novel of the FBI', 'Paul Lindsay')",0449149021
"('Code and Other Laws of Cyberspace', 'Lawrence Lessig')",046503912X
"('Code of the Lifemaker', 'James P. Hogan')",0345305493
"('Code of the Street: Decency, Violence, and the Moral Life of the Inner City', 'Elijah Anderson')",0393040232
"('Code to Zero', 'Ken Follett')",0451204530
"('Codebreakers: The Inside Story of Bletchley Park', 'F. H. Hinsley')",019285304X
"('Codependent No More: How to Stop Controlling Others and Start Caring for Yourself', 'Melody Beattie')",0062554468
"('Codes of Love : How to Rethink Your Family and Remake Your Life', 'Mark Bryan')",0671036629
"('Coffin Underground', 'Gwendoline Butler')",0373261101
"('Coffin for Dimitrios', 'Eric Ambler')",0345283236
"('Coffins', 'Rodman Philbrick')",0812566513
"('Coin Locker Babies', 'Ryu Murakami')",4770015909
"('Cold Burial: A True Story of Endurance and Disaster', 'Clive Powell-Williams')",0312288549
"('Cold Case', 'Stephen White')",0451201558
"('Cold Cold Heart', 'James Elliott')",0440218632
"('Cold Comfort Farm', 'Stella Gibbons')",014018869X
"('Cold Day in July', 'Stella Cameron')",0821770837
"('Cold Fall', 'John E. Gardner')",0425159027
"('Cold Feet: A Libby Kincaid Mystery', 'Kerry Tucker')",0060165308
"('Cold Fire', 'Dean R. Koontz')",0425130711
"('Cold Flat Junction', 'Martha Grimes')",0451205235
"('Cold Harbour', 'Jack Higgins')",0671684256
"('Cold Heaven', 'Brian Moore')",0449206025
"('Cold Hit', 'Linda Fairstein')",0743467159
"('Cold Justice', 'Jonnie Jacobs')",1575668270
"('Cold Mountain', 'CHARLES FRAZIER')",0375402926
"('Cold Sassy Tree', 'Olive Ann Burns')",038531258X
"('Cold Sea Rising', 'Richard Moran')",0425095584
"('Cold Shoulder', 'Lynda LA Plante')",0330328352
"('Cold Shoulder', 'Lynda La Plante')",0515121282
"('Cold Smoked', 'K. K. Beck')",0446403512
"('Cold Steel Rain', 'Kenneth Abel')",0451205456
"('Cold Tom', 'Sally Prue')",0439482682
"('Cold Water Burning', 'John Straley')",0553106430
"('Cole Porter: A Biography', 'William McBrien')",0679727922
"('Colin Powell: Soldier/Statesman Statesman/Soldier', 'Howard Means')",0345383818
"('Collected Fictions', 'Jorge Luis Borges')",0140286802
"('Collected Plays (Collected Plays)', 'Bertolt Brecht')",0394712161
"('College algebra', 'Ron Larson')",0669162736
"('Collins Gem Sas Survival Guide (Collins Gem)', 'John Wiseman')",0004701674
"('Collision', 'Spencer Dunmore')",0688028861
"('Colony', 'Anne Rivers Siddons')",0061099708
"('Colony', 'Ben Bova')",0380793156
"('Color Is the Suffering of Light: A Memoir', 'Melissa Green')",0393036502
"('Color Purple', 'Alice Walker')",0671526022
"('Color of Money', 'Walter Tevis')",0446344192
"('Color-Blind: Seeing Beyond Race in a Race-Obsessed World', 'Ellis Cose')",0060174978
"('Colors of the Mountain', 'Da Chen')",0385720602
"('Colour Scheme', 'Ngaio Marsh')",0515078816
"('Colter: The True Story of the Best Dog I Ever Had', 'Rick Bass')",0618127364
"('Columbia', 'Pamela Jekel')",0441114164
"('Columbo: The Helter Skelter Murders (Columbo)', 'William Harrington')",0312855370
"('Coma', 'Robin Cook')",0451082028
"('Comanche Cowboy', 'Georgina Gentry')",0821724495
"('Comanche Dawn', 'Mike Blakely')",0312865759
"('Comanche Moon', 'Catherine Anderson')",006104010X
"('Come Before Winter and Share My Hope', 'Charles R. Swindoll')",0880701102
"('Come Together', 'Josie Lloyd')",0425176053
"('Come Twilight: A Novel of Saint-Germain', 'Chelsea Quinn Yarbro')",0312873719
"('Come the Morning', 'Shannon Drake')",0821764713
"('Come the Spring', 'Julie Garwood')",067100333X
"('Come to Grief', 'Dick Francis')",0515119520
"('Come to Me: Stories', 'Amy Bloom')",0060995149
"('Comeback', 'Dave Dravecky')",0061040487
"('Comeback', 'Dick Francis')",0449219569
"('Comes the Blind Fury', 'John Saul')",0440114756
"(""Comet's Nine Lives"", 'Jan Brett')",0698118944
"('Comfort Woman', 'Nora Okja Keller')",0140263357
"('Comic Relief', 'Todd Gold')",038097391X
"('Coming Home', 'Rosamunde Pilcher')",0312958129
"('Coming Home To Jerusalem: A Personal Journey', 'Wendy Orange')",0684869527
"('Coming Through Slaughter', 'Michael Ondaatje')",0679767851
"('Coming into the Country', 'John McPhee')",0374522871
"('Coming of Age in the Milky Way', 'Timothy Ferris')",0688058892
